id,title,abstract
PRJDB10799,"Ribosome profiling using plant, Arabidopsis thaliana","Ribosome profiling was performed using plant, Arabidopsis thaliana. In order to investigate functions of a PPR protein, PGR3, the pgr3 mutant alleles was compared with WT."
PRJNA684635,Translating mRNA profiling in resistance to Verticillium wilt in cotton,"Research on plant-pathogen interactions obtained from transcriptional level by next-generation sequencing technologies or microarray chips may not reflect the actual expression levels of the proteins that are the executors of biological processes in cells. Regulatory mechanisms during the post-transcriptional and translational phases may be more important in governing the protein expression levels in cells. Research has shown that full-length translating mRNA profiling, or ribosome nascent-chain complex-bound RNA sequencing (RNC-seq) better reflects protein expression and abundance. We used the the RNC-seq method in addition to the traditional mRNA-seq method to reveal post-transcriptional regulations of gene expression in a verticillium-susceptible Gossypium hirsutum TM-1 in response to V. dahliae inoculation."
PRJNA684590,RiboTag RNA-seq transcriptomic profiling of Tamoxifen-activated PKP2-knockout mice (PKP2cKO) hearts,"We determined the transcriptome specific to cardiomyocytes by crossing PKP2cKO mice with a RiboTag murine line. Active Cre-recombinase leads to expression of a Ribosomal Protein L22 (RPL22) that is modified in exon 4 to code for a 3-repeat HA tag (3HA). RPL22-3HA is expressed and incorporated into the ribosome particle, allowing its precipitation and subsequent detection of associated transcripts by RNA-seq. Given that Cre-ERT2 expression in our mice was controlled by the alphaMHC promoter, injection of TAM led to both, loss of PKP2 expression and expression of RPL22-3HA. We refer to this line as PKP2cKO/RiboTag."
PRJEB36473,Translational and transcriptional responses of fission yeast to MMS,Ribosome profiling was used to investigate how Schizosaccharomcyes pombe cells modulate gene expression in response to methyl methanesulfonate (MMS)
PRJEB36468,Translational and transcriptional responses of fission yeast to cadmium,Ribosome profiling was used to investigate how Schizosaccharomcyes pombe cells modulate gene expression in response to cadmium exposure
PRJEB36467,Translational and transcriptional responses of fission yeast to hydrogen peroxide,Ribosome profiling was used to investigate how Schizosaccharomcyes pombe cells modulate gene expression in response to hydrogen peroxide
PRJEB36274,Translational and transcriptional responses of fission yeast to heat shock,Ribosome profiling was used to investigate how Schizosaccharomcyes pombe cells modulate gene expression in response to heat shock
PRJEB35858,Translational and transcriptional responses of fission yeast to osmotic shock (sorbitol),Ribosome profiling was used to investigate how Schizosaccharomcyes pombe cells modulate gene expression in response to osmotic shock
PRJNA683007,Transcriptome-wide investigation of stop codon readthrough in Saccharomyces cerevisiae,"Translation of mRNA into a polypeptide is terminated when the release factor eRF1 recognizes a UAA, UAG, or UGA stop codon in the ribosomal A site and stimulates nascent peptide release. However, stop codon readthrough can occur when a near-cognate tRNA outcompetes eRF1 in decoding the stop codon, resulting in the continuation of the elongation phase of protein synthesis. At the end of a conventional mRNA coding region readthrough allows translation into the mRNA 3'-UTR. Previous studies with reporter systems have shown that the efficiency of termination or readthrough is modulated by cis-acting elements other than stop codon identity, including two nucleotides 5' of the stop codon, six nucleotides 3' of the stop codon in the ribosomal mRNA channel, and stem-loop structures in the mRNA 3'-UTR. It is unknown whether these elements are important at a genome-wide level and whether other mRNA features proximal to the stop codon significantly affect termination and readthrough efficiencies in vivo. Accordingly, we carried out ribosome profiling analyses of yeast cells expressing wild-type or temperature-sensitive eRF1 and developed bioinformatics strategies to calculate readthrough efficiency, and to identify mRNA and peptide features which influence that efficiency. We found that the stop codon (nt +1 to +3), the nucleotide after it (nt +4), the codon in the P site (nt -3 to -1), and 3'-UTR length are the most influential features in the control of readthrough efficiency, while nts +5 to +9 and mRNA secondary structure in the 3'-UTR had milder effects. Additionally, we found low readthrough genes to have shorter 3'-UTRs compared to high readthrough genes in cells with thermally inactivated eRF1, while this trend was reversed in wild-type cells. Together, our results demonstrated the general roles of known regulatory elements in genome-wide regulation and identified several new mRNA or peptide features important for translation termination and readthrough. Overall design: Translation profiles of the WT and sup45-2 strains were generated by ribosome profiling in duplicates using Illumina NextSeq 500. Readthrough efficiency of each gene was defined as the rato of ribosome density of the extension (region between the canonical stop and the first in-frame downstream stop in the 3'-UTR) to ribosome density of the coding region. For each sample, random forest algorithm was used to identify significant predictors of readthrough efficiency.."
PRJNA682206,Mutations in distinct translation-dependent quality control pathways lead to convergent molecular pathogenesis and neurodevelopmental defects.,"Translation-dependent quality control pathways govern protein synthesis and proteostasis by degrading potentially toxic peptide products derived from aberrant mRNAs. However, little is known about the in vivo defects that arise in the absence of these pathways and how translation is altered in the absence of these pathways. Here, we demonstrate that the ribosome rescue factors Pelo/Hbs1l are both critical for embryonic and neuronal development but dispensable for neuronal survival in the adult brain. Loss of Pelo/Hbs1l in cerebellar progenitors impaired differentiation of these cells. Our analysis of Pelo/Hbs1l deficient fibroblasts revealed translational reprogramming of multiple pathways including mTORC1 signaling likely to restore cellular homeostasis. Interestingly, similar affects on the translatome, signaling pathways and neurogenesis were observed when we conditionally deleted Upf2 to inhibit NMD. These data reveal that translation-dependent quality control pathways, which set out to mitigate errors in translation and to clear defective peptide products and aberrant mRNAs can trigger similar cellular responses and neurodevelopmental abnormalities. Overall design: 41 samples are analyzed in this study which include RNA-seq and Ribosome footprint profiling data from mouse tissues with knockouts of different translation-dependent quality control genes. Profiling datasets include 3 replicates of Hbs1l global knockout from whole mouse embryos with paired wildtype controls. Ribosome profiling datasets also include 3 replicates of Hbs1l conditional knockout in cerebellum with matched wildtype controls. There are also RNA-seq and ribosome footprint profiling for Cre-induced knockouts from mouse embryonic fibroblasts of Pelo, Hbs1l, and Upf2, as well as Cre control samples. There are 3 replicates each with the exception of a Pelo RNA-seq sample which was excluded due to being a biological outlier. The matched Cre controls for profiling datasets are included with knockouts in each batch."
PRJNA681523,SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the cause of the ongoing coronavirus disease 19 (COVID-19) pandemic. Despite the urgent need, we still do not fully understand the molecular basis of SARS-CoV-2 pathogenesis and its ability to antagonize innate immune responses. Here, we use RNA-sequencing and ribosome profiling along SARS-CoV-2 infection and comprehensively define the mechanisms that are utilized by SARS-CoV-2 to shutoff cellular protein synthesis. We show SARS-CoV-2 infection leads to a global reduction in translation but that viral transcripts are not preferentially translated. Instead, we reveal that infection leads to accelerated degradation of cytosolic cellular mRNAs which facilitates viral takeover of the mRNA pool in infected cells. Moreover, we show that the translation of transcripts whose expression is induced in response to infection, including innate immune genes, is impaired, implying infection prevents newly transcribed cellular mRNAs from accessing the ribosomes. Overall, our results uncover the multipronged strategy employed by SARS-CoV-2 to commandeer the translation machinery and to suppress host defenses. Overall design: To gain a detailed view of the changes that occur in viral and host translation over the course of SARS-CoV-2 infection, we applied ribosome profiling and RNA-sequencing to Calu3 cells infected with SARS-CoV-2 as well as uninfected cells. The cells were infected with SARS-CoV-2 BavPat1/2020 Ref-SKU: 026V-03883 at a multiplicity of infection ( MOI ) of 3, resulting in infection of the majority of the cells, and harvested at 3, 5, and 8 hours post infection ( hpi ) . For each time point, we monitored transcriptome-wide translation levels by preparing ribosome profiling libraries from cells treated with the translation elongation inhibitor cycloheximide ( CHX ) . In parallel, we prepared RNA-seq libraries following poly-A selection to generate a detailed depiction of transcript levels. In addition, in order to measure total RNA levels and rRNA levels, we prepared RNA-seq libraries from total RNA without poly-A selection or rRNA depletion. Two independent biological replicates were prepared for all libraries from uninfected cells and from cells infected with SARS-CoV-2 for 8 hours.To directly evaluate mRNA decay during SARS-CoV-2 infection we employed SLAM-seq on Calu-3 cells infected with SARS-CoV-2 as well as uninfected cells. This approach allows to measure endogenous mRNA half-lives based on 4-thiouridine ( 4sU ) incorporation into new RNA during transcription. After RNA extraction, 4sU is converted to a cytosine analogue using iodoacetamide, and these U to C conversions are identified and quantified by RNA sequencing. The cells were infected with SARS-CoV-2 BavPat1/2020 Ref-SKU: 026V-03883 at a multiplicity of infection ( MOI ) of 3, resulting in infection of the majority of the cells, or left uninfected, labeled with 4sU at 3hpi and harvested at 4, 5, 6 and 7 hpi. Following iodoacetamide-conversion RNA was used to prepare poly-A selected libraries. Two biological replicates were prepared from uninfected cells and infected cells at 5hpi, following 2 hours of 4sU labeling. To test if SARS-CoV-2 interferes with nuclear mRNA export, Calu3 cells were left uninfected or infected with SARS-CoV-2 and subcellular localization of polyadenylated transcripts was assessed by cytoplasmic/nuclear (Cyto/Nuc) fractionation followed by RNA-seq. RNA was extracted from nuclear and cytoplasmic fractions in parallel to whole cell from the same samples. Two biological replicates were prepared from all samples."
PRJNA680923,OXPHOS deficiency activates global adaptation pathways to maintain mitochondrial membrane potential,"Reduction of mitochondrial membrane potential is a hallmark of mitochondrial dysfunction. It activates adaptive responses in organisms from yeast to human to rewire metabolism, remove depolarized mitochondria, and degrade unimported precursor proteins. It remains unclear how cells maintain mitochondrial membrane potential, which is critical for maintaining iron-sulfur cluster (ISC) synthesis, an indispensable function of mitochondria. Here we show that yeast oxidative phosphorylation mutants deficient in complex III, IV, V, and mtDNA respectively, have graded reduction of mitochondrial membrane potential and proliferation rates. Extensive omics analyses of these mutants show that accompanying mitochondrial membrane potential reduction, these mutants progressively activate adaptive responses, including transcriptional downregulation of ATP synthase inhibitor Inh1 and OXPHOS subunits, Puf3-mediated upregulation of import receptor Mia40 and global mitochondrial biogenesis, Snf1/AMPK-mediated upregulation of glycolysis and repression of ribosome biogenesis, and transcriptional upregulation of cytoplasmic chaperones. These adaptations disinhibit mitochondrial ATP hydrolysis, remodel mitochondrial proteome, and optimize ATP supply to mitochondria to convergently maintain mitochondrial membrane potential, ISC biosynthesis, and cell proliferation. Overall design: 1. Differential expression analysis between OXPHOS mutants and WT cells. 2. Examination of gene expression upon PUF3 deletion in WT, atp7D and r0 cells. 3. Examination of gene expression upon blocking Puf3 hyperphosphorylation in WT and r0 cells. 4. Examination of gene expression upon SNF1 deletion in WT and r0 cells. 5. Examination of gene expression upon INH1 overexpression in r0 cells. 6. Examination of gene expression upon MIG1 deletion in snf1 r0 cells. 7. Analysis of ribosome footprints in WT, puf3D, r0, puf3D r0 cells. Three biological replicates were prepared for mRNA profiles, and two biological replicates were prepared for ribosome profiling."
PRJNA680784,Spurious regulatory connections dictate the expression-fitness landscape of translation factors,"During steady-state cell growth, individual enzymatic fluxes can be directly inferred from growth rate by mass conservation, but the inverse problem remains unsolved. Perturbing the flux and expression of a single enzyme could have pleiotropic effects that may or may not dominate the impact on cell fitness. Here, we quantitatively dissect the molecular and global responses to varied expression of translation termination factors (peptide release factors, RFs) in the bacterium Bacillus subtilis. While endogenous RF expression maximizes proliferation, deviations in expression lead to unexpected distal regulatory responses that dictate fitness reduction. Molecularly, RF depletion causes expression imbalance at specific operons, which activates master regulators and detrimentally overrides the transcriptome. Through these spurious connections, RF abundances are thus entrenched by focal points within the regulatory network, in one case located at a single stop codon. Such regulatory entrenchment suggests that predictive bottom-up models of expression-fitness landscapes will require near-exhaustive characterization Overall design: 26 competition experiment amplicon libraries from strain pools, 12 matched Rend-seq and ribosome profiling datasets, one individual Rend-seq dataset, 56 RNA-seq datasets. All data from Bacillus subtilis samples."
PRJNA680481,Ribosomal profiling in single cells reveals cell-cycle dependent translational pausing,"In recent years novel single-cell sequencing methods have allowed an in-depth analysis of the diversity of cell types and cell states in a wide range of organisms. These novel tools predominantly focus on sequencing the genomes, epigenomes, and transcriptomes of single cells. However, despite recent progress in detecting proteins by mass spectrometry with single-cell resolution, it remains a major challenge to measure translation in individual cells. Building upon existing ribosome profiling protocols, we majorly increased the sensitivity of these assays allowing ribosome profiling in single cells. Integrated with a machine learning approach, this technology achieves single codon resolution in individual cells. We validate this method by demonstrating that limitation for a particular amino acid causes ribosome pausing at a subset of the codons representing this amino acid. Interestingly, this pausing is only observed in a sub-population of cells correlating to its cell-cycle state. We further corroborate this phenomenon in non-limiting conditions and detect pronounced GAA pausing during mitosis. Finally, we demonstrate the applicability of this technique to rare primary enteroendocrine cells. This new technology provides the first steps towards determining the contribution of the translational process to the astonishing diversity between seemingly identical cells. Overall design: Ribosome profiling in single HEK293T and hTERT-RPE1 FUCCI cells."
PRJNA680364,Ribosome profiling of H9 PUS7KO,"Transfer RNA (tRNA)-derived fragments (tRF) are emerging small noncoding (nc) RNAs that, while commonly altered in cancer, have poorly defined roles in tumorigenesis. Here we show that pseudouridylation (Y) of a stem-cell-enriched tRF subtype, mTOG, selectively modulates malignant protein synthesis programs, thereby promoting differentiation of myelodysplastic syndrome (MDS) hematopoietic stem and progenitor cells (HSPC). Building on evidence that mTOG targets the polyadenylate-binding protein cytoplasmic 1 (PABPC1), we employed isotope exchange proteomics to reveal critical interactions between mTOG and functional RNA-recognition motif (RRM) domains in PABPC1. Mechanistically, this hinders the recruitment of the translational co-activator PABPC1-interacting protein 1 (PAIP1)3 and selectively represses translation of transcripts sharing pyrimidine-enriched sequences (PES) in their 5'UTR including 5' terminal oligopyrimidine tracts (TOP) that encode protein machinery components, and are frequently altered in cancer4. Significantly, mTOG dysregulation leads to aberrant 5'PES mRNA translation in malignant MDS-HSPC and is clinically associated with leukemic transformation and decreased patient survival. Taken together, these results unveil a critical role for tRF and Y in difficult-to-treat subsets of MDS characterized by high risk of progression to acute myeloid leukemia. Overall design: Evaluation of hESC WT and PUS7-KO translatome using ribosome profiling"
PRJNA680357,Direct epitranscriptomic regulation of mammalian translation initiation through N4-acetylcytidine,"mRNA function is influenced by modifications that modulate canonical nucleobase behavior. We show that a single modification mediates distinct impacts on mRNA translation in a position-dependent manner. While cytidine acetylation (ac4C) within protein-coding sequences stimulates translation, ac4C within 5'UTRs impacts protein synthesis at the level of initiation. 5'UTR acetylation promotes initiation at upstream sequences, competitively inhibiting annotated start codons. Acetylation further directly impedes initiation at optimal AUG contexts: ac4C within AUG-flanking Kozak sequences reduced initiation in base-resolved transcriptome-wide HeLa results, and in vitro utilizing substrates with site-specific ac4C incorporation. Cryo-EM of mammalian 80S initiation complexes revealed ac4C in the -1-position adjacent to an AUG start codon disrupts an interaction between C and hypermodified t6A at nucleotide 37 of the initiator tRNA. These findings demonstrate the impact of RNA modifications on nucleobase function at a molecular level and introduce mRNA acetylation as a factor regulating translation in a location-specific manner. Overall design: Detection of acetylated cytidine in RNA with a novel method (RedaC:T-seq), via chemical reduction of ac4C with sodium borohydride.  Ribo-Seq after Harringtonine treatment to analyze effects on translation initation. RNA sequencing of polysome fractions."
PRJDB10544,Ribosome profiling in Arabidopsis T87 cultured cell,"In gene expression, DNA is transcribed to mRNA, and mRNA is translated to protein. In these steps, translation is one of the important steps to determine the protein abundance. To evaluate translation efficiencies, ribosome profiling is reported in previous study. This method is based on deep sequencing of ribosome-protected mRNA fragments, and provides a snapshot of all the ribosomes abundance at a specific time point. This information provide the ribosome position or ribosome occupancy on mRNAs. Thus, we conducted ribosome profiling using 3 day after inoculation of Arabidopsis T87 cultured cell to evaluate translation efficiencies and analyze the relationships between sequence feature and translation process."
PRJNA679768,Analysis of differential gene expression in the choroid plexus (ChP) of P60 mice at 9am and 9pm,"3 mice per timepoint (9am and 9pm) with FoxJ1-Cre x TRAP-BAC-EGFP:L10a dissected choroid plexus. Transmission and secretion of signals via the choroid plexus (ChP) brain barrier can modulate brain states via regulation of cerebrospinal fluid (CSF) composition. Here, we developed a platform to analyze diurnal variations in male mouse ChP and CSF. Ribosome profiling of ChP epithelial cells revealed diurnal translatome differences in metabolic machinery, secreted proteins, and barrier components. Using ChP and CSF metabolomics and blood-CSF barrier analyses, we observed diurnal changes in metabolites and cellular junctions. We then focused on transthyretin (TTR), a diurnally regulated thyroid hormone chaperone secreted by the ChP. Diurnal variation in ChP TTR depended on Bmal1 clock gene expression. We achieved real-time tracking of CSF-TTR in awake TtrmNeonGreen mice via multi-day intracerebroventricular fiber photometry. Diurnal changes in ChP and CSF TTR levels correlated with CSF thyroid hormone levels. These datasets highlight an integrated platform for investigating diurnal control of brain states by the ChP and CSF. Overall design: TRAP mRNAs were isolated and sequenced from the choroid plexus (ChP) of P60 mice"
PRJNA678725,Profiling NSD3-dependent neural crest gene expression reveals known and novel candidate regulatory factors,"The lysine methyltransferase NSD3 is required for the expression of key neural crest transcription factors and the migration of neural crest cells. Nevertheless, a complete view of the genes dependent upon NSD3 for expression and the developmental processes impacted by NSD3 in the neural crest was lacking. We used RNA sequencing (RNA-seq) to profile transcripts differentially expressed after NSD3 knockdown in chick premigratory neural crest cells, identifying 674 genes. Gene Ontology and gene set enrichment analyses further support a requirement for NSD3 during neural crest development and show that NSD3 knockdown also upregulates ribosome biogenesis. To validate our results, we selected three genes not previously associated with neural crest development, Astrotactin-1 (Astn1), Dispatched-3 (Disp3), and Tropomyosin-1 (Tpm1). Using whole mount in situ hybridization, we show that premigratory neural crest cells express these genes and that NSD3 knockdown downregulates (Astn1 and Disp3) and upregulates (Tpm1) their expression, consistent with RNA-seq results. Altogether, this study identifies novel putative regulators of neural crest development and provides insight into the transcriptional consequences of NSD3 in the neural crest, with implications for cancer. Overall design: NSD3-dependent gene expression in chick neural folds is profiled by RNA-seq with 5 control and 5 knockdown replicates."
PRJNA677972,Transcriptomic and Translatomic of brain cortex in mice AD models,We used RNA-Seq and Ribo-Seq to explore gene expression regulation at both transcriptome and translatome levels in two different transgenic mice models of Alzheimer's diseases. For this we specifically used the brain cortex of preferentially asymptomatic mice (6 month old)
PRJNA677870,N7-methylguanosine tRNA modification enhances oncogenic mRNA translation and promotes intrahepatic cholangiocarcinoma progression,"The cancer cells selectively promote translation of specific oncogenic transcripts to facilitate cancer survival and progression, while the underlying mechanisms are poorly understood. N7-methylguanosine (m7G) tRNA modification and its methyltransferase complex METTL1/WDR4 are significantly up-regulated in intrahepatic cholangiocarcinoma (ICC) and associated with poor prognosis. We developed tRNA reduction and cleavage sequencing (TRAC-Seq) to reveal the m7G tRNA methylome inICC cell line and ribosome nascent-chain complex-bound mRNAs sequencing(RNC-seq) and ribosome profiling(Ribo-seq) to study the differential translated genes and reveal the ribosome pausing. A subset of 22 tRNAs is modified at a 'RAGGU' motif within the variable loop. We observe increased ribosome occupancy at the corresponding codons in the Mettl1 knockdown ICC cell line implying widespread effects on tRNA function, ribosome pausing, and mRNA translation. Translation of cell cycle genes and EGFR signaling pathway genes is particularly affected. Our study uncovers the important physiological function and mechanism of METTL1-mediated m7G tRNA modification in the regulation of cancer progression. Overall design: TRAC-Seq was developed to identify the tRNA m7G methylome in the intrahepatic cholangiocarcinoma cell line. RNC-seq and Ribo-seq were used to study the differential translated genes in the Mettl1 knockdown and control cells."
PRJNA676161,RNA-Seq and Ribo-Seq analysis of contol and  METTL3 inducible shRNA LNCaP lines with and without doxycycline induction,"Genomic and transcriptomic alterations are insufficient to explain the variance in protein expression seen in cancer. Recent evidence has highlighted the role of N6-methyladenosine (m6A) in the regulation of mRNA expression, stability and translation, supporting a potential role for post-transcriptional regulation mediated by m6A in cancer. Here we explore prostate cancer as an exemplar cancer and generate the first prostate m6A maps, and further examined how low levels of N6-adenosine-methyltransferase (METTL3) associates with advanced prostate cancer and results in altered expression at the level of transcription, translation, and protein. In particular extracellular matrix proteins have a high number of m6A sites and show significant changes in expression with METTL3 knock-down. We also discovered the upregulation of a hepatocyte nuclear factor-driven gene signature that is associated with therapy resistance in prostate cancer. Significantly, METTL3 knock-down rendered the cells resistant to androgen receptor antagonists, implicating changes in m6A as a mechanism for therapy resistance in metastatic prostate cancer. Overall design: RNA-Seq and Ribo-Seq analysis of contol and  METTL3 inducible shRNA LNCaP lines with and without doxycycline induction."
PRJEB41029,Responses of Pseudomonas aeruginosa to last resort antibiotics monitored by transcriptome and translatome analyses,"In this study, we have employed RNA-seq and Ribo-seq to monitor the effects of sub-inhibitory concentrations of a polymyxin (colistin) and an aminoglycoside (tobramycin) on gene expression of the clinical Pae isolate PA14. We found that in addition to decreasing antibiotic uptake through anr operon activation and subsequent LPS modification, Pae responds to colistin by launching an anti-oxidative response and by up-regulating genes belonging to the MexT regulon. Concerning tobramycin, Pae seemingly goes through metabolic changes and envelope remodeling to prevent tobramycin uptake, whereas its ramifications on translational processes are met with stalled ribosome rescue response and activation of type II toxin-antitoxin (TA) systems."
PRJEB41027,Responses of Pseudomonas aeruginosa to last resort antibiotics monitored by transcriptome and translatome analyses,"In this study, we have employed RNA-seq and Ribo-seq to monitor the effects of sub-inhibitory concentrations of a polymyxin (colistin) and an aminoglycoside (tobramycin) on gene expression of the clinical Pae isolate PA14. We found that in addition to decreasing antibiotic uptake through anr operon activation and subsequent LPS modification, Pae responds to colistin by launching an anti-oxidative response and by up-regulating genes belonging to the MexT regulon. Concerning tobramycin, Pae seemingly goes through metabolic changes and envelope remodeling to prevent tobramycin uptake, whereas its ramifications on translational processes are met with stalled ribosome rescue response and activation of type II toxin-antitoxin (TA) systems."
PRJNA675773,Ribosome Footprint Profiling of GIGYF2/EIF4E2 ko,""
PRJNA675749,Mettl3-/Mettl14-mediated mRNA N6-methyladenosine modulates murine spermatogenesis,"Spermatogenesis is precisely controlled at the transcriptional, posttranscriptional, and translational levels. Here we report that N6-methyladenosine (m6A), an epitranscriptomic mark regulating gene expression, plays essential roles during spermatogenesis. We present comprehensive m6A mRNA methylomes of mouse spermatogenic cells from five developmental stages: undifferentiated spermatogonia, type A1 spermatogonia, preleptotene spermatocytes, pachytene/diplotene spermatocytes, and round spermatids. Germ cell-specific inactiva- tion of the m6A RNA methyltransferase Mettl3 or Mettl14 with Vasa-Cre causes loss of m6A and depletion of SSCs. m6A depletion dysregulates translation of transcripts that are required for SSC proliferation/differentiation. Com- bined deletion of Mettl3 and Mettl14 in advanced germ cells with Stra8-GFPCre disrupts spermiogenesis, whereas mice with single deletion of either Mettl3 or Mettl14 in advanced germ cells show normal spermatogenesis. The sper- matids from double-mutant mice exhibit impaired translation of haploid-specific genes that are essential for spermio- genesis. This study highlights crucial roles of mRNA m6A modification in germline development, potentially ensuring coordinated translation at different stages of spermatogenesis. Overall design: Undifferentiated spermatogonia, type A1 spermatogonia, preleptotene spermatocytes, pachytene/diplotene spermatocytes, and round spermatids were isolated from wild-type mice (B6 background ) to perform m6A-seq. Undifferentiated spermatogonia from 5-day-old wild-type, Mettl3-vKO and Mettl14-vKO mice were isolated to perform ribosome profiling and RNA-seq. Pachytene spermatocytes and round spermatids from wild-type and Mettl3/14-sKO were isolated to perform ribosome profiling and RNA-seq."
PRJNA675022,Ribosome profiling of Culex mosquito cell line,"Investigates Culex narnavirus 1, one of the persistent viruses within the CT cell line (Culex tarsalis). Sequencing libraries include unbiased mNGS and ribosome profiling."
PRJNA674837,Ribosome profiling and mRNA-seq of muscle skeletal muscle and DROSHA KO 293T cells,We conducted ribosome profiling and mRNA-seq using mouse skeletal muscle tissues and 293T cells (NTC control and DROSHA KO) with Hiseq 2500 Overall design: Examination of translation status of mouse skeletal muscle and the differences between NTC and DROSHA KO in 293T cells
PRJEB40288,Transcriptome and translatome of cardiomyocytes exposed to hypoxia in vivo and in vitro,"Adult Cardiac hypoxia as a crucial pathogenesis factor can induce detrimental effects on cardiac injury and dysfunction. The global transcriptome and translatome reflecting the cellular response to hypoxia have not yet been extensively studied in myocardium. In this study, adult rats were subjected to acute normobaric hypoxia at 10% oxygen with 10 min (mild hypoxia) and 30 min (severe hypoxia). Rat H9C2 cardiomyocytes were treated with the culture condition (1% O2, 94% N2, and 5% CO2) for mild hypoxia (8 hr) and severe hypoxia(24 hr). We then conducted RNA-seq and Ribo-seq in non-infarcted left ventricular myocardial tissues and H9C2 cells exposed to different periods of hypoxia stress in vivo and in vitro."
PRJNA673802,Bacterial ribosome pause sites surveyed by an integration of ribosome profiling and nascent chain profiling,"Ribosome pauses are associated with diverse co-translational events and determine the fate of mRNAs and proteins. Thus the identification of the precise pause sites across transcriptome is a key, however, the landscape in bacterial has remained ambiguous. Here, we harnessed the multiple ribosome profiling strategies (standard, high-salt-wash, and disome) to survey the robust ribosome pause sites in E. coli. The found pause sites showed the correspondence with biochemical validation by integrated nascent chain profiling (iNP), which detects polypeptidyl-tRNA, an elongation intermediate. Among the list, ribosome pause at Asn586 of ycbZ was ensured by biochemical reporter assay, tRNA-seq, and cryo-electron microscopy. Our results provide a useful resource of ribosome stalling sites in bacteria. Overall design: Ribosome profiling and tRNA"
PRJNA673613,Ribosome profiling of wild-type and NSUN2 knockout flies,We performed ribosome profiling for wild-type and NSUN2 knockout flies. Overall design: Ovaries of wild-type and NSUN2 knockout flies were collected.
PRJNA673152,Genome-wide map of Acetyl-H3K27 marked chromatin in pancreatic cancer cells treated with vehicle and acetate under low pH condition,"We report the application of ChIP sequencing technology for high-throughput profiling of histone modification in pancreatic cancer cells. We obtained 49.7 million reads from acetylated-H3K27 modified chromatin immunoprecipitated DNA from vehicle and acetate-treated pancreatic cancer cells. We find that lysine 27 acetylation effectively discriminates genes that are expressed, or stably induced upon acetate treatment. We identified genes involved in ribosome biogenesis, oxidative phosphorylation, and various metabolic pathways to be differentially acetylated in acetate-treated cells. The identification of these pathways provides link between cellular metabolism and chromatin status in the cells that can alter the pathophysiology of pancreatic cancer progression. Overall design: Examination of acetyl-H3K27 histone modification in pancreatic cancer cells. Two samples were analyzed."
PRJNA672952,RNMT regulates the activated CD4 T cell transcriptome and translatome [Ribo-Seq],"We investigated the role of RNMT in T cells using an Rnmt conditional knockout mouse model. We report that the mRNA cap methyltransferase, RNMT, supports naïve T cell survival and activation-induced proliferation. We demonstrate that RNMT has gene-specific impacts in T cells, selectively regulating expression of terminal polypyrimidine tract (TOP) mRNAs which are targets of the m7G-cap binding protein LARP1. These ribosome footprinting experiments investigate the effect of Rnmt cKO on the activated CD4 T cell transcriptome and translatome. Overall design: Sequencing of rRNA-depleted RNA and ribosome protected fragments from 20 hour activated CD4 T cells from Rnmt fl/fl CD4cre (Rnmt cKO) and Rnmt fl/fl (control) mice."
PRJNA672869,Spectral prediction features as a solution for the database size problem in proteogenomics,"Proteogenomics approaches often struggle with the distinction between right and false peptide-to-spectrum matches as the database size enlarges. However, features extracted from tandem mass spectrometry intensity predictors can enhance the peptide identification rate and can provide extra confidence for spectral matching in a proteogenomic context. To that end, features from the spectral intensity pattern predictors MS2PIP and Prosit were combined with the canonical scores from MaxQuant in the Percolator post-processing tool for protein databases constructed from RNA-seq (nanopore cDNA sequencing) and ribosome profiling analyses. The presented results provide evidence that this approach enhances the peptide identification power in a proteogenomic setting and in the meantime they lead to the validation of new proteoforms with elevated stringency."
PRJNA672335,eEF3 promotes late stages of tRNA translocation on the ribosome,"In addition to the conserved translation elongation factors eEF1A and eEF2, fungi require a third essential elongation factor, eEF3. While eEF3 has been implicated in tRNA binding and release at the A and E sites, its exact mechanism of action is unclear. Here we show that eEF3 acts at the mRNA–tRNA translocation step by promoting the dissociation of the tRNA from the E site, but independent of aminoacyl-tRNA recruitment to the A site. Depletion of eEF3 in vivo leads to a general slow-down in translation elongation due to accumulation of ribosomes with an occupied A site. Cryo-EM analysis of native eEF3-ribosome complexes shows that eEF3 facilitates late steps of translocation by favoring non-rotated ribosomal states as well as by opening the L1 stalk to release the E-site tRNA. Additionally, our analysis provides structural insights into novel translation elongation states, enabling presentation of a revised yeast translation elongation cycle. Overall design: 5 biological samples are included for ribosome profiling libaries prepared with CHX+TIG or CHX+ANS in the lysis buffer."
