Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,cell type,genotype,treatment,geo_loc_name,collection_date
SRR28628211,474,47353,99,0,SRX24226175,GSM8198423,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995775,SAMN40932336,simple,5693,Trypanosoma cruzi,GSM8198423,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,eIF4E4 immunoprecipitation in fully differentiated metacyclic trypomastigotes replicate 3 (experiment 2),whole organism,Dm28c,whole organism,episomal eIF4E4-GFP,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628206,19512949,975647450,50,410,SRX24226176,GSM8198424,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995776,SAMN40932335,simple,5693,Trypanosoma cruzi,GSM8198424,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in exponential growing cells replicate 1,whole organism,Dm28c,whole organism,episomal eIF4E4-GFP,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628207,19271761,963588050,50,406,SRX24226176,GSM8198424,RIP-Seq,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995776,SAMN40932335,simple,5693,Trypanosoma cruzi,GSM8198424,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in exponential growing cells replicate 1,whole organism,Dm28c,whole organism,episomal eIF4E4-GFP,cells (epimastigote stage) in exponential growth conditions,missing,missing
SRR28628204,23091589,1154579450,50,484,SRX24226177,GSM8198425,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995777,SAMN40932334,simple,5693,Trypanosoma cruzi,GSM8198425,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in exponential growing cells replicate 2,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628205,22750244,1137512200,50,479,SRX24226177,GSM8198425,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995777,SAMN40932334,simple,5693,Trypanosoma cruzi,GSM8198425,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in exponential growing cells replicate 2,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628202,26441088,1322054400,50,556,SRX24226178,GSM8198426,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995778,SAMN40932333,simple,5693,Trypanosoma cruzi,GSM8198426,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in exponential growing cells replicate 3,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628203,26088763,1304438150,50,551,SRX24226178,GSM8198426,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995778,SAMN40932333,simple,5693,Trypanosoma cruzi,GSM8198426,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in exponential growing cells replicate 3,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628201,14768470,465965340,31,256,SRX24226179,GSM8198427,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995779,SAMN40932332,simple,5693,Trypanosoma cruzi,GSM8198427,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,Ribo-seq in exponential growing cells replicate 1,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628200,12706665,388665967,30,217,SRX24226180,GSM8198428,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995780,SAMN40932331,simple,5693,Trypanosoma cruzi,GSM8198428,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,Ribo-seq in exponential growing cells replicate 2,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628199,17129642,637351286,37,368,SRX24226181,GSM8198429,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995781,SAMN40932330,simple,5693,Trypanosoma cruzi,GSM8198429,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,Ribo-seq in exponential growing cells replicate 3,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628198,34247409,1712370450,50,718,SRX24226182,GSM8198430,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995782,SAMN40932329,simple,5693,Trypanosoma cruzi,GSM8198430,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in nutritional stress replicate 1,whole organism,Dm28c,whole organism,WT,cells (epimastigote stage) in nutritional stress for two hours,missing,missing
SRR28628196,25899126,1294956300,50,541,SRX24226183,GSM8198431,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995783,SAMN40932328,simple,5693,Trypanosoma cruzi,GSM8198431,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in nutritional stress replicate 2,whole organism,Dm28c,whole organism,WT,cells fully differentiated to metacyclic trypomastigotes,missing,missing
SRR28628197,25565734,1278286700,50,537,SRX24226183,GSM8198431,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP501211,PRJNA1099224,,"",SRS20995783,SAMN40932328,simple,5693,Trypanosoma cruzi,GSM8198431,University of Würzburg,SRA1844977,04,2024,Papini Gabiatti,whole organism,polyA total RNA in nutritional stress replicate 2,whole organism,Dm28c,whole organism,WT,cells fully differentiated to metacyclic trypomastigotes,missing,missing
