Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell type,region,age,genotype,Sex,collection,geo_loc_name,collection_date
SRR21866672,47350998,7102649700,75,3043,SRX17853825,GSM6630890,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374989,SAMN31247459,simple,10090,Mus musculus,GSM6630890,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MIXED_C2.2,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,mixed,C2.2,missing,missing
SRR21866671,44850088,6727513200,75,2885,SRX17853826,GSM6630891,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374990,SAMN31247458,simple,10090,Mus musculus,GSM6630891,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_MIXED_C2.2,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,mixed,C2.2,missing,missing
SRR21866670,44819604,6722940600,75,2931,SRX17853827,GSM6630892,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374991,SAMN31247457,simple,10090,Mus musculus,GSM6630892,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_MIXED_C2.2,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,mixed,C2.2,missing,missing
SRR21866669,41166880,6175032000,75,2615,SRX17853828,GSM6630893,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374992,SAMN31247456,simple,10090,Mus musculus,GSM6630893,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MIXED_C2.3,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,mixed,C2.3,missing,missing
SRR21866668,41719651,6257947650,75,2629,SRX17853829,GSM6630894,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374993,SAMN31247455,simple,10090,Mus musculus,GSM6630894,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_MIXED_C2.3,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,mixed,C2.3,missing,missing
SRR21866667,42583380,6387507000,75,2750,SRX17853830,GSM6630895,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374994,SAMN31247454,simple,10090,Mus musculus,GSM6630895,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MIXED_C2.4,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,mixed,C2.4,missing,missing
SRR21866666,43671533,6550729950,75,2806,SRX17853831,GSM6630896,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374995,SAMN31247453,simple,10090,Mus musculus,GSM6630896,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_MIXED_C2.4,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,mixed,C2.4,missing,missing
SRR21866665,41740622,6261093300,75,2695,SRX17853832,GSM6630897,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374996,SAMN31247452,simple,10090,Mus musculus,GSM6630897,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_MIXED_C2.4,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,mixed,C2.4,missing,missing
SRR21866664,42745641,6411846150,75,2652,SRX17853833,GSM6630922,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374997,SAMN31247427,simple,10090,Mus musculus,GSM6630922,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_MIXED_C2.TOTAL1-5,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,mixed,C2.TOTAL1-5,,
SRR21866663,43726121,6558918150,75,2805,SRX17853834,GSM6630923,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374998,SAMN31247426,simple,10090,Mus musculus,GSM6630923,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_WT_MIXED_C2.TOTAL1-3,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,WT,mixed,C2.TOTAL1-3,,
SRR21866662,42562082,6384312300,75,2766,SRX17853835,GSM6630924,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15374999,SAMN31247425,simple,10090,Mus musculus,GSM6630924,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_WT_MIXED_C2.TOTAL4-5,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,WT,mixed,C2.TOTAL4-5,,
SRR21866661,41616348,6242452200,75,2648,SRX17853836,GSM6630925,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP402051,PRJNA889520,,"",SRS15375000,SAMN31247424,simple,10090,Mus musculus,GSM6630925,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_WT_MIXED_C2.TOTAL4-5,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,WT,mixed,C2.TOTAL4-5,,
SRR21866660,26225355,7920057210,151,2649,SRX17853837,GSM6630926,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375001,SAMN31247423,simple,10090,Mus musculus,GSM6630926,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_MALE_C3.10,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,male,C3.10,,
SRR21866659,28724800,8674889600,151,2918,SRX17853838,GSM6630927,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375002,SAMN31247422,simple,10090,Mus musculus,GSM6630927,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_OVX_FEMALE_C3.4,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,OVX,female,C3.4,,
SRR21866658,26047168,7866244736,151,2641,SRX17853839,GSM6630928,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375003,SAMN31247421,simple,10090,Mus musculus,GSM6630928,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_OVX_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,OVX,female,C3.7,,
SRR21866657,54570011,16480143322,151,5483,SRX17853840,GSM6630929,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375004,SAMN31247420,simple,10090,Mus musculus,GSM6630929,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_OVX_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,OVX,female,C3.5,,
SRR21866656,27963137,8444867374,151,2837,SRX17853841,GSM6630930,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375005,SAMN31247419,simple,10090,Mus musculus,GSM6630930,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,male,C3.9,,
SRR21866655,24262329,7327223358,151,2440,SRX17853842,GSM6630931,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375006,SAMN31247418,simple,10090,Mus musculus,GSM6630931,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_FEMALE_C3.4,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,female,C3.4,,
SRR21866654,24250714,7323715628,151,2448,SRX17853843,GSM6630932,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375007,SAMN31247417,simple,10090,Mus musculus,GSM6630932,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_MALE_C3.6,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,male,C3.6,,
SRR21866653,24514825,7403477150,151,2434,SRX17853844,GSM6630933,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375008,SAMN31247416,simple,10090,Mus musculus,GSM6630933,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_MALE_C3.6,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,male,C3.6,,
SRR21866652,20878892,6305425384,151,2088,SRX17853845,GSM6630934,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375009,SAMN31247415,simple,10090,Mus musculus,GSM6630934,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_WT_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,WT,male,C3.9,,
SRR21866651,23974996,7240448792,151,2432,SRX17853846,GSM6630935,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375010,SAMN31247414,simple,10090,Mus musculus,GSM6630935,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_WT_FEMALE_C3.4,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,WT,female,C3.4,,
SRR21866650,24755912,7476285424,151,2548,SRX17853847,GSM6630936,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375011,SAMN31247413,simple,10090,Mus musculus,GSM6630936,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_OVX_FEMALE_C3.4,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,OVX,female,C3.4,,
SRR21866649,24366221,7358598742,151,2451,SRX17853848,GSM6630937,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375012,SAMN31247412,simple,10090,Mus musculus,GSM6630937,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,male,C3.TOTAL,,
SRR21866648,28224469,8523789638,151,2854,SRX17853849,GSM6630938,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375013,SAMN31247411,simple,10090,Mus musculus,GSM6630938,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_MALE_C3.6,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,male,C3.6,,
SRR21866647,22900080,6915824160,151,2340,SRX17853850,GSM6630939,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375014,SAMN31247410,simple,10090,Mus musculus,GSM6630939,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_OVX_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,OVX,male,C3.TOTAL,,
SRR21866646,23852531,7203464362,151,2419,SRX17853851,GSM6630940,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375015,SAMN31247409,simple,10090,Mus musculus,GSM6630940,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_OVX_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,OVX,male,C3.TOTAL,,
SRR21866645,25124375,7587561250,151,2544,SRX17853852,GSM6630941,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375016,SAMN31247408,simple,10090,Mus musculus,GSM6630941,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_WT_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,WT,female,C3.7,,
SRR21866644,22321965,6741233430,151,2251,SRX17853853,GSM6630942,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375017,SAMN31247407,simple,10090,Mus musculus,GSM6630942,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,female,C3.5,,
SRR21866643,22913803,6919968506,151,2297,SRX17853854,GSM6630943,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375018,SAMN31247406,simple,10090,Mus musculus,GSM6630943,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_OVX_MALE_C3.6,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,OVX,male,C3.6,,
SRR21866642,23041515,6958537530,151,2334,SRX17853855,GSM6630944,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375019,SAMN31247405,simple,10090,Mus musculus,GSM6630944,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,female,C3.7,,
SRR21866641,22895684,6914496568,151,2311,SRX17853856,GSM6630945,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375020,SAMN31247404,simple,10090,Mus musculus,GSM6630945,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_OVX_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,OVX,female,C3.5,,
SRR21866640,22970507,6937093114,151,2315,SRX17853857,GSM6630970,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375021,SAMN31247379,simple,10090,Mus musculus,GSM6630970,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_OVX_MALE_C3.10,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,OVX,male,C3.10,,
SRR21866639,23218136,7011877072,151,2351,SRX17853858,GSM6630971,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375022,SAMN31247378,simple,10090,Mus musculus,GSM6630971,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_WT_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,WT,female,C3.TOTAL,,
SRR21866638,21956851,6630969002,151,2223,SRX17853859,GSM6630972,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375023,SAMN31247377,simple,10090,Mus musculus,GSM6630972,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,female,C3.5,,
SRR21866637,21562299,6511814298,151,2161,SRX17853860,GSM6630973,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375024,SAMN31247376,simple,10090,Mus musculus,GSM6630973,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_OVX_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,OVX,female,C3.7,,
SRR21866636,23289525,7033436550,151,2336,SRX17853861,GSM6630974,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375025,SAMN31247375,simple,10090,Mus musculus,GSM6630974,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_WT_MALE_C3.10,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,WT,male,C3.10,,
SRR21866635,23411656,7070320112,151,2359,SRX17853862,GSM6630975,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375026,SAMN31247374,simple,10090,Mus musculus,GSM6630975,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_OVX_FEMALE_C3.7,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,OVX,female,C3.7,,
SRR21866634,21940273,6625962446,151,2209,SRX17853863,GSM6630976,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375027,SAMN31247373,simple,10090,Mus musculus,GSM6630976,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_WT_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,WT,female,C3.5,,
SRR21866633,22661222,6843689044,151,2286,SRX17853864,GSM6630977,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375028,SAMN31247372,simple,10090,Mus musculus,GSM6630977,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_WT_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,WT,female,C3.5,,
SRR21866632,22286464,6730512128,151,2253,SRX17853865,GSM6630978,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375029,SAMN31247371,simple,10090,Mus musculus,GSM6630978,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_YOUNG_OVX_MALE_C3.9,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,YOUNG,OVX,male,C3.9,,
SRR21866631,23505502,7098661604,151,2369,SRX17853866,GSM6630979,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375030,SAMN31247370,simple,10090,Mus musculus,GSM6630979,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,DS_OLD_OVX_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,DS,OLD,OVX,female,C3.5,,
SRR21866630,23161264,6994701728,151,2340,SRX17853867,GSM6630980,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375031,SAMN31247369,simple,10090,Mus musculus,GSM6630980,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_OLD_OVX_MALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,OLD,OVX,male,C3.TOTAL,missing,missing
SRR21866629,23297418,7035820236,151,2339,SRX17853868,GSM6630981,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375032,SAMN31247368,simple,10090,Mus musculus,GSM6630981,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_YOUNG_OVX_FEMALE_C3.TOTAL,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,YOUNG,OVX,female,C3.TOTAL,missing,missing
SRR21866628,24106415,7280137330,151,2410,SRX17853869,GSM6630982,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375033,SAMN31247367,simple,10090,Mus musculus,GSM6630982,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,VS_YOUNG_OVX_FEMALE_C3.5,ventral midbrain,ventral midbrain,dopaminergic neurons,VS,YOUNG,OVX,female,C3.5,missing,missing
SRR21866627,18940529,5720039758,151,1917,SRX17853870,GSM6630983,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP402051,PRJNA889520,,"",SRS15375034,SAMN31247366,simple,10090,Mus musculus,GSM6630983,"Wade-Martins Laboratory of Molecular Neurodegeneration, Department of Physiology, Anatomy and Genetics, University of Oxford",SRA1518358,10,2023,Kilfeather,ventral midbrain,MB_OLD_OVX_FEMALE_C3.4,ventral midbrain,ventral midbrain,dopaminergic neurons,MB,OLD,OVX,female,C3.4,missing,missing
